#TYPE Selected.System.Diagnostics.Eventing.Reader.EventLogRecord
"TaskName","UserContext","Id","Version","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","LevelDisplayName","OpcodeDisplayName","TaskDisplayName"
"\test","LAB\dod_admin","106","0","4","106","0","-9223372036854775808","1259","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","816","7028","lab-dc1.lab.local","S-1-5-18","12/24/2016 7:47:34 AM",,,"microsoft-windows-taskscheduler/operational","Information","Info","Task registered"
