#TYPE Selected.System.Diagnostics.Eventing.Reader.EventLogRecord
"TaskName","ActionName","TaskInstanceId","EnginePID","Id","Version","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","LevelDisplayName","OpcodeDisplayName","TaskDisplayName"
"\test","C:\Windows\System32\calc.exe","{3DA8A986-0B47-4ACA-AB28-0C01A1F3525A}","1840","200","1","4","200","1","-9223372036854775808","2231","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7788","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:55:51 AM","3da8a986-0b47-4aca-ab28-0c01a1f3525a",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{DD300D69-26A6-4236-B308-928536B4407B}","7672","200","1","4","200","1","-9223372036854775808","2223","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7652","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:54:51 AM","dd300d69-26a6-4236-b308-928536b4407b",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{6BF37DAD-CF1D-453A-A632-AD9A94E92491}","7768","200","1","4","200","1","-9223372036854775808","2189","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7388","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:53:51 AM","6bf37dad-cf1d-453a-a632-ad9a94e92491",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{B2C8A369-33D8-4F6E-92BF-60D7453A0B97}","7584","200","1","4","200","1","-9223372036854775808","2184","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","8024","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:52:51 AM","b2c8a369-33d8-4f6e-92bf-60d7453a0b97",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{DDCDCB5C-E495-4331-90B9-4C1C6AF3073A}","7940","200","1","4","200","1","-9223372036854775808","2179","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","6460","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:51:51 AM","ddcdcb5c-e495-4331-90b9-4c1c6af3073a",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{FCB0FE6A-F6AE-4AE4-AA1C-90A19732F27D}","4796","200","1","4","200","1","-9223372036854775808","2174","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","4412","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:50:51 AM","fcb0fe6a-f6ae-4ae4-aa1c-90a19732f27d",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{06FE87CA-9691-44EE-B563-3953DFA5C5BF}","8144","200","1","4","200","1","-9223372036854775808","2169","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7212","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:49:51 AM","06fe87ca-9691-44ee-b563-3953dfa5c5bf",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{59727BC6-AD6A-414F-A321-4085B6E0F934}","7664","200","1","4","200","1","-9223372036854775808","2164","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7908","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:48:51 AM","59727bc6-ad6a-414f-a321-4085b6e0f934",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{F4A93DDA-0703-4D2F-85FE-7AB14486C183}","3128","200","1","4","200","1","-9223372036854775808","2159","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","4508","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:47:51 AM","f4a93dda-0703-4d2f-85fe-7ab14486c183",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{92BB341F-210D-4A80-B60D-F5D1AB4BD3FC}","6152","200","1","4","200","1","-9223372036854775808","2154","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7732","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:46:51 AM","92bb341f-210d-4a80-b60d-f5d1ab4bd3fc",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{F8FB107F-EA58-43BD-95A4-E1C4EA5FBD34}","7928","200","1","4","200","1","-9223372036854775808","2149","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","7932","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:45:51 AM","f8fb107f-ea58-43bd-95a4-e1c4ea5fbd34",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
"\test","C:\Windows\System32\calc.exe","{1F172CE7-A917-41BA-8E8B-2AD1F6FF4F6F}","7400","200","1","4","200","1","-9223372036854775808","2144","Microsoft-Windows-TaskScheduler","de7b24ea-73c8-4a09-985d-5bdadcfa9017","Microsoft-Windows-TaskScheduler/Operational","6160","8000","lab-dc1.lab.local","S-1-5-21-1821399794-337311051-3185148185-500","12/24/2016 9:44:51 AM","1f172ce7-a917-41ba-8e8b-2ad1f6ff4f6f",,"microsoft-windows-taskscheduler/operational","Information","Start","Action started"
