#TYPE Selected.System.Management.Automation.PSCustomObject
"TimeCreated","MachineName","UserName","UserSid","Privileges","DomainName","LogonID","ID","ProviderName","TaskDisplayName","OpcodeDisplayName"
"12/25/2016 5:29:04 PM","bob-win7.lab.local","BOB-WIN7$","S-1-5-18","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x184bca","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:48:30 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0xab398","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:47:23 PM","bob-win7.lab.local","SYSTEM","S-1-5-18","SeAssignPrimaryTokenPrivilege-SeTcbPrivilege-SeSecurityPrivilege-SeTakeOwnershipPrivilege-SeLoadDriverPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeDebugPrivilege-SeAuditPrivilege-SeSystemEnvironmentPrivilege-SeImpersonatePrivilege","NT AUTHORITY","0x3e7","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:46 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x7bb4d","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:45 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x7baf0","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:45 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x7bac1","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:25 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x7aaf2","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:25 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x7aada","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:25 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x7aabd","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:07 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x79654","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:07 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x7963c","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:46:07 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x79615","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
"12/24/2016 10:45:52 PM","bob-win7.lab.local","DoD_Admin","S-1-5-21-1821399794-337311051-3185148185-500","SeSecurityPrivilege-SeBackupPrivilege-SeRestorePrivilege-SeTakeOwnershipPrivilege-SeDebugPrivilege-SeSystemEnvironmentPrivilege-SeLoadDriverPrivilege-SeImpersonatePrivilege","LAB","0x79500","4672","Microsoft-Windows-Security-Auditing","Special Logon","Info"
